지역구분,상권코드명
종로구,평창24길
종로구,평창25길
종로구,평창26길
종로구,평창2길
종로구,평창30길
종로구,평창31길
종로구,평창32길
종로구,평창33길
종로구,평창34길
종로구,평창35길
종로구,평창36길
종로구,평창3길
종로구,평창40길
종로구,평창42길
종로구,평창44길
종로구,평창5길
종로구,평창6길
종로구,평창7길
종로구,평창8길
종로구,백석동1가길
종로구,백석동1길
종로구,백석동2길
종로구,백석동3길
종로구,백석동길
종로구,자하문로37길
종로구,자하문로38길
종로구,자하문로40가길
종로구,자하문로40길
종로구,자하문로41길
종로구,자하문로42길
종로구,자하문로43길
종로구,창의문로10길
종로구,창의문로11가길
종로구,창의문로11길
종로구,창의문로12길
종로구,창의문로3길
종로구,창의문로5가길
종로구,창의문로5길
종로구,창의문로5나길
종로구,창의문로5다길
종로구,창의문로7길
종로구,창의문로9가길
종로구,창의문로9길
종로구,세검정로
종로구,세검정로6길
종로구,자하문로45길
종로구,홍지문1길
종로구,홍지문2가길
종로구,홍지문2길
종로구,홍지문3길
종로구,홍지문4길
종로구,세검정로6가길
종로구,세검정로6나길
종로구,세검정로6라길
종로구,세검정로7가길
종로구,세검정로7길
종로구,통일로12가길
종로구,통일로14길
종로구,통일로16길
종로구,통일로18가길
종로구,통일로18길
종로구,통일로18나길
중구,무교로
중구,청계천로
중구,남대문로9길
중구,다동길
중구,세종대로20길
중구,을지로1길
중구,남대문로
중구,을지로3길
중구,세종대로
중구,세종대로21길
중구,세종대로22길
중구,을지로
중구,삼일대로
중구,수표로
중구,명동11길
중구,명동13길
중구,명동3길
중구,명동7가길
중구,명동7길
중구,명동9가길
중구,명동9길
중구,삼일대로12길
중구,을지로5길
중구,을지로9길
중구,남대문로10길
중구,삼일대로13길
중구,을지로11길
중구,충무로9길
중구,소공로
중구,남대문로5길
중구,남대문로7길
중구,세종대로18길
중구,소파로
중구,퇴계로
중구,소월로
중구,남대문시장2가길
중구,남대문시장2길
중구,남대문시장4길
중구,남대문시장6길
중구,남대문시장8길
중구,남대문시장길
중구,소월로1길
중구,퇴계로2길
중구,퇴계로4길
중구,퇴계로6가길
중구,퇴계로6길
중구,남대문로1길
중구,세종대로12길
중구,세종대로14길
중구,세종대로16길
중구,서소문로
중구,덕수궁길
중구,세종대로9길
중구,한강대로
중구,통일로
중구,후암로
중구,세종대로1길
중구,세종대로2가길
중구,세종대로2길
중구,세종대로2나길
중구,세종대로4길
중구,세종대로5길
중구,소월로2길
중구,후암로58길
중구,후암로60길
중구,칠패로
중구,청파로
중구,남대문시장10길
중구,남산공원길
중구,소공로3길
중구,소공로6가길
중구,퇴계로10길
중구,퇴계로12가길
중구,퇴계로12길
중구,퇴계로18길
중구,퇴계로8길
중구,소공로1길
중구,소공로4길
중구,소공로6길
중구,소공로6나길
중구,퇴계로14길
중구,퇴계로16길
중구,명동2길
중구,명동4길
중구,명동8길
중구,명동8나길
중구,명동10길
중구,명동8가길
중구,삼일대로4길
중구,삼일대로6길
중구,삼일대로8길
중구,명동길
중구,명동6길
중구,퇴계로20가길
중구,퇴계로20길
중구,퇴계로20나길
중구,퇴계로22길
중구,퇴계로24길
중구,삼일대로9길
중구,창경궁로
중구,마른내로10길
중구,마른내로4가길
중구,마른내로4길
중구,마른내로6길
중구,마른내로8길
중구,창경궁로1길
중구,충무로2길
중구,퇴계로37길
중구,퇴계로39길
중구,퇴계로41가길
중구,퇴계로41길
중구,서애로
중구,동호로31길
중구,마른내로12길
중구,서애로1길
중구,퇴계로44길
중구,퇴계로45길
중구,퇴계로49길
중구,퇴계로51길
중구,마른내로
중구,마른내로9길
중구,을지로20길
중구,을지로22길
중구,을지로30길
중구,동호로27길
중구,퇴계로46길
중구,퇴계로48길
중구,퇴계로50가길
중구,퇴계로50길
중구,충무로
중구,수표로2길
중구,퇴계로27길
중구,퇴계로28길
중구,퇴계로30길
중구,퇴계로31길
중구,퇴계로32길
중구,퇴계로34길
중구,필동로
중구,퇴계로36가길
중구,퇴계로36길
중구,퇴계로36나길
중구,퇴계로42길
중구,필동로6길
중구,필동로8가길
중구,필동로8길
중구,서애로3길
중구,서애로5길
중구,필동로1길
중구,필동로3길
중구,필동로5길
중구,삼일대로2길
중구,퇴계로26길
중구,소파로2길
중구,소파로4길
중구,퇴계로26가길
중구,동호로
중구,장충단로
중구,동호로20가길
중구,동호로20길
중구,동호로20나길
중구,동호로24길
중구,장충단로4길
중구,장충단로6가길
중구,장충단로6길
중구,장충단로8가길
중구,장충단로8길
중구,장충단로8나길
중구,퇴계로58길
중구,퇴계로60길
중구,동호로11차길
중구,동호로25가길
중구,동호로25길
중구,동호로28길
중구,동호로30길
중구,장충단로7가길
중구,장충단로7길
중구,퇴계로52길
중구,퇴계로54길
중구,퇴계로56가길
중구,퇴계로56길
중구,동호로34길
중구,을지로38길
중구,을지로40길
중구,을지로42길
중구,을지로44길
중구,장충단로10길
중구,퇴계로62길
중구,퇴계로63길
중구,퇴계로64길
중구,퇴계로66길
중구,퇴계로68길
중구,퇴계로53길
중구,을지로39길
중구,을지로41길
중구,을지로43길
중구,장충단로13길
중구,퇴계로67길
중구,을지로18길
중구,을지로19길
중구,을지로24길
중구,을지로27길
중구,을지로28길
중구,을지로33길
중구,을지로35길
중구,창경궁로5길
중구,동호로33길
중구,동호로35길
중구,을지로32길
중구,을지로36길
중구,동호로37길
중구,을지로27가길
중구,창경궁로5가길
중구,창경궁로8길
중구,을지로12길
중구,을지로13길
중구,을지로14길
중구,을지로15길
중구,을지로16길
중구,을지로17길
중구,충무로11길
중구,충무로5길
중구,충무로7길
중구,충무로13길
중구,충무로14길
중구,창경궁로5나길
중구,창경궁로5다길
중구,창경궁로7길
중구,마른내로2길
중구,수표로4길
중구,수표로6길
중구,수표로10길
중구,수표로12길
중구,충무로4길
중구,삼일대로10길
중구,마장로
중구,왕십리로
중구,난계로
중구,청구로
중구,다산로
중구,난계로6길
중구,다산로10길
중구,다산로11길
중구,다산로12길
중구,다산로14길
중구,다산로15길
중구,다산로16길
중구,다산로18길
중구,다산로19길
중구,다산로20길
중구,다산로21길
중구,다산로22길
중구,다산로24가길
중구,다산로24길
중구,다산로25길
중구,다산로27길
중구,다산로28가길
중구,다산로28길
중구,다산로28나길
중구,다산로29길
중구,다산로31길
중구,다산로32길
중구,다산로33가길
중구,다산로33길
중구,다산로33나길
중구,다산로33다길
중구,다산로33라길
중구,다산로34길
중구,다산로35길
중구,다산로36가길
중구,다산로36길
중구,다산로36나길
중구,다산로36다길
중구,다산로38길
중구,다산로39가길
중구,다산로39길
중구,다산로40길
중구,다산로42가길
중구,다산로42길
중구,다산로42나길
중구,다산로42다길
중구,다산로44길
중구,다산로47길
중구,다산로4길
중구,다산로5길
중구,다산로6길
중구,다산로8길
중구,동호로10길
중구,동호로11가길
중구,동호로11길
중구,동호로11나길
중구,동호로11다길
중구,동호로11라길
중구,동호로11마길
중구,동호로11바길
중구,동호로11아길
중구,동호로11자길
중구,동호로12길
중구,동호로14길
중구,동호로15가길
중구,동호로15길
중구,동호로17가길
중구,동호로17길
중구,동호로17나길
중구,동호로17다길
중구,동호로18길
중구,동호로20다길
중구,동호로5길
중구,동호로7길
중구,동호로8가길
중구,동호로8길
중구,동호로8나길
중구,동호로8다길
중구,동호로8라길
중구,마장로1가길
중구,마장로1길
중구,매봉18길
중구,왕십리로37길
중구,왕십리로39길
중구,을지로45길
중구,청구로10길
중구,청구로12길
중구,청구로14길
중구,청구로16길
중구,청구로17길
중구,청구로19길
중구,청구로1길
중구,청구로21길
중구,청구로22길
중구,청구로24길
중구,청구로3가길
중구,청구로3길
중구,청구로3나길
중구,청구로3다길
중구,청구로4길
중구,청구로6길
중구,청구로8길
중구,퇴계로70길
중구,퇴계로71길
중구,퇴계로73가길
중구,퇴계로73길
중구,퇴계로74길
중구,퇴계로76길
중구,퇴계로78길
중구,퇴계로80길
중구,퇴계로84길
중구,퇴계로86가길
중구,퇴계로86길
중구,퇴계로88가길
중구,퇴계로88길
중구,퇴계로88나길
중구,퇴계로88다길
중구,퇴계로90길
중구,다산로46길
중구,다산로48길
중구,퇴계로75길
중구,퇴계로81가길
중구,퇴계로81길
중구,난계로11길
중구,난계로13길
중구,난계로15길
중구,난계로17길
중구,난계로19길
중구,난계로21길
중구,난계로23길
중구,마장로11길
중구,마장로13길
중구,마장로14가길
중구,마장로14길
중구,마장로15길
중구,마장로16길
중구,마장로18길
중구,마장로3길
중구,마장로5길
중구,마장로7길
중구,마장로9길
중구,퇴계로83길
중구,퇴계로85길
중구,퇴계로87길
중구,서소문로11길
중구,서소문로12길
중구,세종대로11길
중구,세종대로7길
중구,세종대로19길
중구,정동길
중구,서소문로9길
중구,통일로4길
중구,통일로2길
중구,새문안로
중구,중림로
중구,만리재로35길
중구,만리재로37길
중구,서소문로2길
중구,서소문로6길
중구,손기정로1길
중구,중림로2길
중구,중림로4길
중구,중림로5길
중구,중림로7길
중구,중림로8길
중구,중림로9길
중구,청파로103길
중구,만리재로
중구,만리재로33길
중구,손기정로
중구,만리재로21길
중구,만리재로27길
중구,환일길
용산구,소월로
용산구,후암로
용산구,두텁바위로
용산구,신흥로
용산구,남산공원길
용산구,두텁바위로13길
용산구,두텁바위로15길
용산구,두텁바위로1가길
용산구,두텁바위로1길
용산구,두텁바위로1나길
용산구,두텁바위로25길
용산구,두텁바위로31길
용산구,두텁바위로35길
용산구,두텁바위로37길
용산구,두텁바위로38가길
용산구,두텁바위로38길
용산구,두텁바위로40길
용산구,두텁바위로46길
용산구,두텁바위로47길
용산구,두텁바위로53길
용산구,두텁바위로57길
용산구,두텁바위로58길
용산구,두텁바위로60길
용산구,두텁바위로61길
용산구,두텁바위로69길
용산구,두텁바위로75길
용산구,소월로2가길
용산구,소월로2길
용산구,소월로2나길
용산구,소월로2다길
용산구,신흥로20길
용산구,신흥로36가길
용산구,신흥로36길
용산구,한강대로102길
용산구,한강대로102나길
용산구,한강대로102다길
용산구,한강대로104길
용산구,한강대로104라길
용산구,한강대로104마길
용산구,한강대로96가길
용산구,한강대로96길
용산구,한강대로98길
용산구,한강대로98나길
용산구,한강대로98다길
용산구,후암로13가길
용산구,후암로13길
용산구,후암로15길
용산구,후암로16가길
용산구,후암로16길
용산구,후암로16나길
용산구,후암로16다길
용산구,후암로22길
용산구,후암로23길
용산구,후암로25길
용산구,후암로28가길
용산구,후암로28길
용산구,후암로28나길
용산구,후암로28다길
용산구,후암로28라길
용산구,후암로28마길
용산구,후암로28바길
용산구,후암로30길
용산구,후암로34가길
용산구,후암로34길
용산구,후암로35길
용산구,후암로40길
용산구,후암로44길
용산구,후암로48길
용산구,후암로4길
용산구,후암로5길
용산구,녹사평대로
용산구,이태원로
용산구,녹사평대로60길
용산구,소월로20길
용산구,소월로26길
용산구,소월로30길
용산구,신흥로11가길
용산구,신흥로11길
용산구,신흥로11나길
용산구,신흥로12길
용산구,신흥로14길
용산구,신흥로15길
용산구,신흥로16길
용산구,신흥로18길
용산구,신흥로22가길
용산구,신흥로22길
용산구,신흥로23길
용산구,신흥로25가길
용산구,신흥로25길
용산구,신흥로26길
용산구,신흥로27길
용산구,신흥로29가길
용산구,신흥로29길
용산구,신흥로2길
용산구,신흥로30길
용산구,신흥로32길
용산구,신흥로34길
용산구,신흥로3가길
용산구,신흥로3길
용산구,신흥로3나길
용산구,신흥로5길
용산구,신흥로7길
용산구,신흥로9길
용산구,한강대로
용산구,두텁바위로5길
용산구,한강대로100길
용산구,한강대로102가길
용산구,한강대로71길
용산구,한강대로77길
용산구,한강대로81길
용산구,한강대로87길
용산구,한강대로92길
용산구,한강대로94길
용산구,한강대로98가길
용산구,한강대로72길
용산구,한강대로76길
용산구,한강대로80길
용산구,한강대로84길
용산구,한강대로88길
용산구,청파로
용산구,한강대로104가길
용산구,한강대로104나길
용산구,한강대로104다길
용산구,후암로49길
용산구,후암로57길
용산구,효창원로
용산구,만리재로
용산구,만리재로20길
용산구,만리재로24가길
용산구,만리재로24길
용산구,만리재로26가길
용산구,만리재로26길
용산구,만리재로28길
용산구,만리재로36길
용산구,만리재로40길
용산구,청파로71가길
용산구,청파로73가길
용산구,청파로73길
용산구,청파로73나길
용산구,청파로73다길
용산구,청파로75길
용산구,청파로77가길
용산구,청파로77길
용산구,청파로83길
용산구,청파로85가길
용산구,청파로85길
용산구,청파로89길
용산구,청파로93길
용산구,청파로95길
용산구,효창원로104가길
용산구,효창원로104길
용산구,효창원로104나길
용산구,효창원로104다길
용산구,효창원로104라길
용산구,효창원로110길
용산구,효창원로98길
용산구,청파로47나길
용산구,청파로57길
용산구,청파로61길
용산구,청파로63가길
용산구,청파로63길
용산구,청파로67길
용산구,청파로71길
용산구,청파로71나길
용산구,청파로71다길
용산구,효창원로104마길
용산구,효창원로86가길
용산구,효창원로86다길
용산구,효창원로86라길
용산구,효창원로94가길
용산구,효창원로94길
용산구,효창원로94나길
용산구,효창원로94다길
용산구,청파로45길
용산구,청파로47길
용산구,청파로47다길
용산구,청파로49길
용산구,청파로51길
용산구,청파로53길
용산구,청파로55길
용산구,청파로57가길
용산구,효창원로86길
용산구,효창원로86나길
용산구,효창원로93길
용산구,백범로79길
용산구,백범로79다길
용산구,원효로89길
용산구,원효로97길
용산구,청파로39길
용산구,청파로43가길
용산구,청파로43길
용산구,청파로43나길
용산구,청파로43다길
용산구,청파로43라길
용산구,청파로47가길
용산구,효창원로72길
용산구,효창원로76길
용산구,백범로
용산구,원효로
용산구,백범로77길
용산구,백범로79나길
용산구,백범로81길
용산구,백범로87길
용산구,백범로90라길
용산구,원효로77가길
용산구,원효로77길
용산구,원효로80길
용산구,원효로81길
용산구,원효로83길
용산구,원효로84길
용산구,원효로90길
용산구,원효로93길
용산구,새창로
용산구,새창로33길
용산구,새창로35길
용산구,새창로42길
용산구,원효로41길
용산구,원효로48길
용산구,원효로52길
용산구,원효로53가길
용산구,원효로53길
용산구,원효로54길
용산구,원효로56길
용산구,원효로58길
용산구,원효로63길
용산구,원효로64길
용산구,원효로67길
용산구,원효로71길
용산구,효창원로42길
용산구,원효로35길
용산구,원효로35나길
용산구,원효로41가길
용산구,효창원로15길
용산구,효창원로16가길
용산구,효창원로16길
용산구,효창원로23가길
용산구,효창원로23길
용산구,효창원로23나길
용산구,효창원로25가길
용산구,효창원로25길
용산구,효창원로26가길
용산구,효창원로26길
용산구,새창로12길
용산구,새창로8길
용산구,효창원로13길
용산구,효창원로8길
용산구,삼개로
용산구,원효로1길
용산구,원효로3길
용산구,원효로19가길
용산구,원효로19길
용산구,원효로19나길
용산구,원효로27길
용산구,원효로31길
용산구,원효로35가길
용산구,원효로39길
용산구,원효로25길
용산구,효창원로12가길
용산구,효창원로12길
용산구,임정로
용산구,백범로43길
용산구,백범로45길
용산구,백범로47가길
용산구,백범로47길
용산구,백범로47나길
용산구,백범로51길
용산구,임정로11길
용산구,임정로13길
용산구,임정로21길
용산구,임정로29길
용산구,효창원로59길
용산구,효창원로62가길
용산구,효창원로62길
용산구,효창원로64길
용산구,효창원로66길
용산구,효창원로69가길
용산구,효창원로69길
용산구,효창원로69나길
용산구,효창원로70길
용산구,효창원로91길
용산구,새창로14길
용산구,백범로74길
용산구,새창로20가길
용산구,새창로20길
용산구,효창원로25나길
용산구,효창원로25다길
용산구,효창원로35길
용산구,효창원로37가길
용산구,효창원로37길
용산구,효창원로37나길
용산구,효창원로37다길
용산구,효창원로37라길
용산구,효창원로37마길
용산구,효창원로39길
용산구,효창원로40길
용산구,효창원로48길
용산구,효창원로51길
용산구,효창원로52길
용산구,효창원로54길
용산구,효창원로55길
용산구,백범로90길
용산구,백범로90다길
용산구,새창로44길
용산구,새창로45가길
용산구,새창로45길
용산구,새창로46길
용산구,새창로49길
용산구,새창로50길
용산구,청파로22가길
용산구,청파로22길
용산구,백범로90가길
용산구,백범로99가길
용산구,백범로99길
용산구,이태원로4가길
용산구,이태원로4길
용산구,한강대로52길
용산구,한강대로53길
용산구,한강대로54길
용산구,한강대로57길
용산구,한강대로62가길
용산구,한강대로62길
용산구,한강대로62나길
용산구,한강대로62다길
용산구,한강대로67길
용산구,서빙고로
용산구,서빙고로3길
용산구,서빙고로5길
용산구,청파로20길
용산구,한강대로30길
용산구,한강대로38가길
용산구,한강대로38길
용산구,한강대로39길
용산구,한강대로40가길
용산구,한강대로40길
용산구,한강대로42길
용산구,한강대로43길
용산구,한강대로44길
용산구,한강대로46길
용산구,한강대로48길
용산구,한강대로49길
용산구,한강대로50길
용산구,이태원로2길
용산구,한강대로32길
용산구,이촌로
용산구,서빙고로20길
용산구,서빙고로22길
용산구,서빙고로24길
용산구,이촌로29길
용산구,이촌로37길
용산구,한강대로10길
용산구,한강대로11길
용산구,한강대로14가길
용산구,한강대로14길
용산구,한강대로14나길
용산구,한강대로14다길
용산구,한강대로15길
용산구,한강대로17길
용산구,한강대로21가길
용산구,한강대로21길
용산구,한강대로21나길
용산구,한강대로23길
용산구,한강대로7길
